機構代碼,區域,縣市,行政區,機構名稱,地址,電話,經度,緯度
0701160518,台北區,臺北市,北投區,臺北市立關渡醫院(委託臺北榮民總醫院經營),臺北市北投區知行路225巷12號,02-28587000,121.4662583,25.12048992
0501160014,台北區,臺北市,北投區,三軍總醫院北投分院附設民眾診療服務處,臺北市北投區新民路60號,02-28959808,121.5098927,25.13960801
1501021219,台北區,臺北市,大安區,秀傳醫院,臺北市大安區光復南路116巷1號,02-27717172,121.5568422,25.04312941
1231030015,台北區,新北市,永和區,天主教耕莘醫療財團法人永和耕莘醫院,新北市永和區中興街80號地下1樓至地上6樓及國光路123號地下3樓至地上11樓,02-29286060,121.51787,25.011874
1331160010,台北區,新北市,泰山區,輔仁大學學校財團法人輔仁大學附設醫院,新北市泰山區貴子路69號(地下4層、地上1至11層及13層、15層),02-85128888,121.430799,25.039676
1131110516,台北區,新北市,汐止區,國泰醫療財團法人汐止國泰綜合醫院,新北市汐止區建成路59巷2號地下4樓至地上12樓,02-26482121#3910,121.661084,25.072872
0131060029,台北區,新北市,新莊區,衛生福利部臺北醫院,新北市新莊區思源路127號,02-22765566,121.459623,25.043241
1131090019,台北區,新北市,三峽區,行天宮醫療志業醫療財團法人恩主公醫院,新北市三峽區復興路399號,02-26723456#6105,121.363008,24.938385
0131020016,台北區,新北市,三重區,新北市立聯合醫院,新北市三重區新北大道1段3號、3之1號,02-29829111,121.490998,25.060821
0131020016,台北區,新北市,板橋區,新北市立聯合醫院-板橋院區,新北市板橋區英士路198號,02-22575151,121.457634,25.023779
0431270012,台北區,新北市,金山區,國立臺灣大學醫學院附設醫院金山分院,新北市金山區五湖里玉爐路7號,02-24989898,121.628395,25.219556
1531060180,台北區,新北市,新莊區,新泰綜合醫院,新北市新莊區新樹路176號,02-29962121,121.434351,25.021432
1531071030,台北區,新北市,樹林區,仁愛醫院,新北市樹林區文化街9號(地下1、2樓及地上1樓至8樓),02-26834567,121.420039,24.987188
1531120038,台北區,新北市,瑞芳區,瑞芳礦工醫院,新北市瑞芳區一坑路71之2號,02-24974101,121.80217,25.108602
1231050017,台北區,新北市,新店區,天主教耕莘醫療財團法人耕莘醫院安康院區,新北市新店區車子路15號,02-22123066,121.5038556,24.95367737
1131130018,台北區,新北市,土城區,新北市立土城醫院（委託長庚醫療財團法人興建經營）,新北市土城區金城路2段6號,02-22630588,121.4487698,24.97632289
1531041390,台北區,新北市,中和區,怡和醫院,新北市中和區連城路49號,02-22450009,121.4985288,25.00190762
1531131157,台北區,新北市,土城區,恩樺醫院,新北市土城區中央路一段7之18號,02-22639955,121.4488352,24.9911882
1134010022,台北區,宜蘭縣,宜蘭市,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,宜蘭縣宜蘭市中山路二段260號,03-9321888,121.754451,24.748723
0434010518,台北區,宜蘭縣,宜蘭市,國立陽明大學附設醫院,宜蘭縣宜蘭市校舍路169號,03-9325192,121.754029,24.757853
0634070018,台北區,宜蘭縣,員山鄉,臺北榮民總醫院員山分院,宜蘭縣員山鄉榮光路386號,03-9222141,121.687824,24.721919
1134020028,台北區,宜蘭縣,羅東鎮,天主教靈醫會醫療財團法人羅東聖母醫院,宜蘭縣羅東鎮中正南路160號,03-9544106,121.77159,24.67187
0634030014,台北區,宜蘭縣,蘇澳鎮,臺北榮民總醫院蘇澳分院,宜蘭縣蘇澳鎮蘇濱路一段301號,03-9905106,121.848611,24.614096
1134050026,台北區,宜蘭縣,礁溪鄉,天主教靈醫會醫療財團法人礁溪杏和醫院,宜蘭縣礁溪鄉礁溪路4段129號,03-9886996,121.769144,24.820582
1134020019,台北區,宜蘭縣,羅東鎮,醫療財團法人羅許基金會羅東博愛醫院,宜蘭縣羅東鎮南昌街83號,03-9543131#1131,121.772942,24.671778
0190030516,台北區,金門縣,金湖鎮,衛生福利部金門醫院,金門縣金湖鎮復興路2號,082-332546#11801,118.4160218,24.4431883
0131060010,台北區,新北市,新莊區,衛生福利部樂生療養院,桃園縣龜山鄉萬壽路1段50巷2號及新北市新莊區中正路794號,02-82006600,121.407968,25.020372
0132110519,北區,桃園市,新屋區,衛生福利部桃園醫院新屋分院,桃園市新屋區新屋村14鄰新福二路六號,03-4971989,121.107189,24.969856
0532090029,北區,桃園市,龍潭區,國軍桃園總醫院附設民眾診療服務處,桃園市龍潭區中興路168號,03-4799595,121.234867,24.877602
0632010014,北區,桃園市,桃園區,臺北榮民總醫院桃園分院,桃園市桃園區成功路三段一○○號,03-3384889,121.325155,25.00402
1532011154,北區,桃園市,桃園區,敏盛綜合醫院,桃園市桃園區經國路168號,03-3179599,121.306314,25.016234
1132010024,北區,桃園市,桃園區,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市桃園區建新街123號,03-3613141,121.312242,24.982288
1532040066,北區,桃園市,楊梅區,怡仁綜合醫院,桃園市楊梅區楊新北路三二一巷三０號,03-4855566,121.155427,24.916951
1532040039,北區,桃園市,楊梅區,天成醫院,桃園市楊梅區中山北路一段三五六號,03-4782350,121.1571669,24.962516
1532100049,北區,桃園市,平鎮區,聯新國際醫院,桃園市平鎮區廣泰路七七號、桃園市平鎮區延平路二段430巷115號,03-4941234,121.20496,24.94612
0932020025,北區,桃園市,中壢區,天成醫療社團法人天晟醫院,桃園市中壢區延平路155號,03-4629292,121.229327,24.962795
1532021383,北區,桃園市,中壢區,懷寧醫院,桃園市中壢區志廣路119號,03-4919119,121.2055551,24.96146942
1132071036,北區,桃園市,龜山區,長庚醫療財團法人桃園長庚紀念醫院,桃園市龜山區頂湖路123號,03-3196200,121.3667802,25.02988402
1532021365,北區,桃園市,中壢區,華揚醫院,桃園市中壢區中北路二段316號,"	03-4577200",121.2299712,24.95313224
1532020215,北區,桃園市,中壢區,祐民醫院,桃園市中壢區民族路二段180號,03-4915656,121.2037883,24.95751014
1532021338,北區,桃園市,中壢區,中壢長榮醫院,桃園市中壢區環中東路150號,03-4631230,121.2578603,24.96448913
2332130017,北區,桃園市,復興區,復興區衛生所,桃園市復興區澤仁里中正路25號,03-3822325,121.3510651,24.81512769
0512040014,北區,新竹市,北區,國軍桃園總醫院新竹分院附設民眾診療服務處,新竹市北區武陵路3號,03-5348181#325117,120.961966,24.816144
1112010528,北區,新竹市,東區,國泰醫療財團法人新竹國泰綜合醫院,新竹市東區福德里中華路二段六七八號及六七八號之一,03-5278999#7999,120.965227,24.798257
1512011185,北區,新竹市,東區,南門綜合醫院,新竹市東區成功里林森路20號,03-5261122#150,120.969682,24.80222
0433050018,北區,新竹縣,竹東鎮,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹東院區,新竹縣竹東鎮至善路52號,03-5943248,121.09328,24.719099
0633030010,北區,新竹縣,竹東鎮,臺北榮民總醫院新竹分院,新竹縣竹東鎮中豐路一段81號,03-5962134,121.100178,24.722617
1333050017,北區,新竹縣,竹北市,中國醫藥大學新竹附設醫院,新竹縣竹北市興隆路一段199號,03-5580558,121.001989,24.824037
0433050018,北區,新竹縣,竹北市,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹北院區,新竹縣竹北市生醫路一段2號302,03-6677600,121.043718,24.80607
1133060019,北區,新竹縣,湖口鄉,天主教仁慈醫療財團法人仁慈醫院,新竹縣湖口鄉忠孝路２９號,03-5993500#2190,121.045474,24.900496
1533051063,北區,新竹縣,竹北市,大安醫院,新竹縣竹北市博愛街318巷6號,03-5557188,121.0081583,24.83498111
1533051072,北區,新竹縣,竹北市,新仁醫院,新竹縣竹北市博愛街331號,03-5552039,121.0078125,24.83560451
1535010051,北區,苗栗縣,苗栗市,大千綜合醫院,苗栗縣苗栗市恭敬路36 號,037-357125,120.8149327,24.54986318
0135010016,北區,苗栗縣,苗栗市,衛生福利部苗栗醫院,苗栗縣苗栗市為公路747號,037-261920,120.840405,24.575655
1135050020,北區,苗栗縣,頭份市,為恭醫療財團法人為恭紀念醫院,苗栗縣頭份市信義路128號,037-676811,120.907345,24.687096
0935020027,北區,苗栗縣,苑裡鎮,李綜合醫療社團法人苑裡李綜合醫院,苗栗縣苑裡鎮和平路168號,037-862387,120.65272,24.44182
1535081078,北區,苗栗縣,大湖鄉,大順醫院,苗栗縣大湖鄉中正路四十八之五號,037-997666,120.867619,24.422435
1535051178,北區,苗栗縣,頭份市,重光醫院,苗栗縣頭份市中華路1037號,03-7682666,120.9086611,24.6866964
1535010024,北區,苗栗縣,苗栗市,協和醫院,苗栗縣苗栗市中正路1367號,03-7352631,120.8176672,24.54129848
1535031041,北區,苗栗縣,通霄鎮,通霄光田醫院,苗栗縣通霄鎮中山路88號,037-759999,120.6803423,24.48958265
0935010012,北區,苗栗縣,苗栗市,梓榮醫療社團法人弘大醫院,苗栗縣苗栗市新東街125號,037-320508,120.8215602,24.5517864
1535040068,北區,苗栗縣,竹南鎮,慈祐醫院,苗栗縣竹南鎮民治街17號,037-476589,120.8789169,24.68477405
0936030018,中區,臺中市,大甲區,李綜合醫療社團法人大甲李綜合醫院,臺中市大甲區八德街2號,04-26862288,120.618073,24.350784
1136200015,中區,臺中市,大里區,仁愛醫療財團法人大里仁愛醫院,臺中市大里區東榮路４８３號,04-24819900#11564,120.680434,24.109261
1517011112,中區,臺中市,中區,澄清綜合醫院,臺中市中區平等街139號,04-24632000,120.68161,24.142603
0536190011,中區,臺中市,太平區,國軍臺中總醫院附設民眾診療服務處,臺中市太平區中山路二段３４８號,04-23934191#525434,120.730557,24.150646
0117030010,中區,臺中市,西區,衛生福利部臺中醫院,臺中市西區廣民里三民路1段199號,04-22294411,120.6762712,24.1406262
0917070029,中區,臺中市,南屯區,林新醫療社團法人林新醫院,臺中市南屯區惠中路3段36號,04-22586688,120.6403479,24.1490126
0903150014,中區,臺中市,烏日區,林新醫療社團法人烏日林新醫院,臺中市烏日區榮和路168號,04-23388766,120.598173,24.109851
1136090519,中區,臺中市,潭子區,佛教慈濟醫療財團法人臺中慈濟醫院,臺中市潭子區豐興路一段88號,04-36060666 ,120.721608,24.195792
0136010010,中區,臺中市,豐原區,衛生福利部豐原醫院,臺中市豐原區安康路１００號,04-25271180,120.725292,24.242707
1303180011,中區,臺中市,霧峰區,亞洲大學附屬醫院,臺中市霧峰區福新路222號,04-37061668,120.686043,24.053652
0517050010,中區,臺中市,北區,國軍臺中總醫院中清分院附設民眾診療服務處,臺中市北區忠明路500號,04-36020126,120.672018,24.162466
1536100081,中區,臺中市,大雅區 ,清泉醫院,臺中市大雅區三和里雅潭路四段80號 ,04-25605600 ,120.6663745,24.21705918
1503190020,中區,臺中市,太平區,長安醫院,臺中市太平區永平路1段9號,04-36113611,120.7196895,24.13118697
1436020013,中區,臺中市,東勢區,東勢區農會附設農民醫院(抗原快篩服務),臺中市東勢區豐勢路297號,04-25771919,120.8291155,24.25348752
1517020040,中區,臺中市,東區,台新醫院(抗原快篩服務),臺中市東區振興路441號,04-22139966,120.7055594,24.13029581
0917050027,中區,臺中市,北區,維新醫療社團法人台中維新醫院(抗原快篩服務),臺中市北區育德路185號,04-22038585,120.6724263,24.15715301
2336210034,中區,臺中市,和平區,梨山衛生所(抗原快篩服務),臺中市和平區中正路68號,04-25989540,121.2551656,24.25437763
3503030147,中區,臺中市,大甲區,全信賴診所,臺中市大甲區甲后路五段267號,04-26762248,120.6339478,24.34468752
0638020014,中區,南投縣,埔里鎮,臺中榮民總醫院埔里分院,南投縣埔里鎮蜈蚣里榮光路1號,049-2990-833#3000,120.995785,23.975834
0938030016,中區,南投縣,草屯鎮,佑民醫療社團法人佑民醫院,南投縣草屯鎮太平路一段200號,0979-933795,120.681661,23.960591
1138010019,中區,南投縣,南投市,彰化基督教醫療財團法人南投基督教醫院,南投縣南投市中興路870號,049-2225595#1195,120.683969,23.898903
1138020015,中區,南投縣,埔里鎮,埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮鐵山路一號(急診),049-2912151#1159,120.946524,23.970449
1538041101,中區,南投縣,竹山鎮,竹山秀傳醫療社團法人竹山秀傳醫院,南投縣竹山鎮集山路二段７５號,049-2624266#32153,120.713958,23.800162
1137080017,中區,彰化縣,二林鎮,彰化基督教醫療財團法人二林基督教醫院,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,04-8960128,120.363344,23.893608
1137050019,中區,彰化縣,員林市,彰化基督教醫療財團法人員林基督教醫院,彰化縣員林市南平里莒光路456號,04-8381456,120.566953,23.96275
0137170515,中區,彰化縣,埔心鄉,衛生福利部彰化醫院,彰化縣埔心鄉中正路二段80號,04-8298686,120.527299,23.950225
1137020520,中區,彰化縣,鹿港鎮,彰化基督教醫療財團法人鹿港基督教醫院,彰化縣鹿港鎮中正路480號,04-7779595,120.438211,24.060379
1537040066,中區,彰化縣,北斗鎮,卓醫院,彰化縣北斗鎮中山路一段３１１號,04-8882517,120.51554,23.872278
0937030012,中區,彰化縣,和美鎮,道周醫療社團法人道周醫院,彰化縣和美鎮和光路180號、和善路118號,04-7566995,120.491865,24.110572
0937050014,中區,彰化縣,員林市,員榮醫療社團法人員榮醫院,彰化縣員林市中正路201號,04-8326161,120.5748665,23.95348092
0937050014,中區,彰化縣,員林市,員榮醫療社團法人員榮醫院員生院區,彰化縣員林市莒光路359號,04-8383995,120.566404,23.95925
0937050024,中區,彰化縣,員林市,惠來醫療社團法人宏仁醫院,彰化縣員林市惠來街89號,04-8375878,120.570296,23.9551145
1137010051,中區,彰化縣,彰化市,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣彰化市中山路一段366號,04-7113456,120.5356883,24.06129986
1537050071,中區,彰化縣,員林市,員林何醫院(抗原快篩服務),彰化縣員林市民族街33號,04-834-3838,120.5706243,23.95712642
0439010527,南區,雲林縣,斗六市,國立成功大學醫學院附設醫院斗六分院,雲林縣斗六市莊敬路345號,05-5332121,120.545879,23.701971
1339060017,南區,雲林縣,北港鎮,中國醫藥大學北港附設醫院,雲林縣北港鎮新德路１２３號,05-7837901,120.307229,23.590144
1139040011,南區,雲林縣,西螺鎮,彰化基督教醫療財團法人雲林基督教醫院,雲林縣西螺鎮新豐里市場南路371、375號,05-5871111,120.441373,23.780705
1139030015,南區,雲林縣,虎尾鎮,天主教若瑟醫療財團法人若瑟醫院,雲林縣虎尾鎮新生路74號(民權路2號),05-6337333,120.437343,23.708016
1139130010,南區,雲林縣,麥寮鄉,長庚醫療財團法人雲林長庚紀念醫院,雲林縣麥寮鄉中興村工業路1500號,05-6915151,120.218628,23.795598
0439010518,南區,雲林縣,虎尾鎮,國立臺灣大學醫學院附設醫院雲林分院虎尾院區,雲林縣虎尾鎮學府路95號,05-6330002,120.4279313,23.73522006
0622020017,南區,嘉義市,西區,臺中榮民總醫院嘉義分院(上午),嘉義市西區劉厝里世賢路二段６００號,05-2359630,120.42297,23.46755
1122010021,南區,嘉義市,東區,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院(下午),嘉義市東區短竹里大雅路二段565號,05-2756000,120.467671,23.47635
0122020517,南區,嘉義市,西區,衛生福利部嘉義醫院(下午、晚上),嘉義市西區北港路312號,05-2319090,120.42936,23.481544
1522011115,南區,嘉義市,東區,陽明醫院,嘉義市東區吳鳳北路252號,05-2252000,120.4535518,23.48050296
0140010028,南區,嘉義縣,朴子市,衛生福利部朴子醫院,嘉義縣朴子市永和里5鄰應菜埔４２－５０號,05-3790600,120.234632,23.464349
0640140012,南區,嘉義縣,竹崎鄉,臺中榮民總醫院灣橋分院,嘉義縣竹崎鄉灣橋村石麻園38號,05-2791072,120.506664,23.487187
0121050011,南區,臺南市,中西區,衛生福利部臺南醫院,臺南市中西區中山路125號,06-2200055,120.208805,22.99638
1141090512,南區,臺南市,柳營區,奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康里201號,06-6226999,120.324705,23.289269
1121010018,南區,臺南市,東區,台灣基督長老教會新樓醫療財團法人台南新樓醫院,臺南市東區東門路1段57號,06-2748316,120.212807,22.989158
1105040016,南區,臺南市,麻豆區,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市麻豆區埤頭里苓子林20號,06-5702228,120.233033,23.179874
1105050012,南區,臺南市,佳里區,奇美醫療財團法人佳里奇美醫院,臺南市佳里區佳興里佳里興606號,06-7263333,120.183662,23.181699
0141270019,南區,臺南市,仁德區,衛生福利部胸腔病院,臺南市仁德區中山路864號,06-2705911,120.241821,22.975271
1521031104,南區,臺南市,中西區,郭綜合醫院,臺南市中西區民生路2段6.8.10.12.14.18.20.22.23.24.25.27.44號及40、42號1、2樓,06-2221111,120.198827,22.994984
1305370013,南區,臺南市,安南區,臺南市立安南醫院委託中國醫藥大學興建經營,臺南市安南區長和路二段66號,06-3553111,120.223192,23.064232
0905320023,南區,臺南市,東區,台南市立醫院（委託秀傳醫療社團法人經營),臺南市東區崇德路670號,06-2609926,120.226743,22.968535
0141010013,南區,臺南市,新營區,衛生福利部新營醫院,臺南市新營區信義街73號,06-6351131,120.313307,23.308848
0141060513,南區,臺南市,新化區,衛生福利部臺南醫院新化分院,臺南市新化區那拔里牧場72號,06-5911929,120.336408,23.062491
0641310018,南區,臺南市,永康區,高雄榮民總醫院臺南分院,臺南市永康區復興路427號,06-3125101,120.240268,22.997284
0905290020,南區,臺南市,關廟區,吉安醫療社團法人吉安醫院,臺南市關廟區中正路435號 ,06-6025115,120.3445776,22.96701263
1541011126,南區,臺南市,新營區,營新醫院,臺南市新營區隋唐街228號,06-6592345,120.2998589,23.30849496
3505070032,南區,臺南市,善化區,誼仁診所(抗原快篩服務),臺南市善化區中正路387號,06-5817267,120.2939464,23.12799491
3541313172,南區,臺南市,永康區,中正耳鼻喉科診所(抗原快篩服務),臺南市永康區正強街231號,06-2333566,120.2515169,23.02973265
3541010247,南區,臺南市,新營區,杏仁診所,臺南市新營區民權里民有街27號1樓,06-6332659,120.3146436,23.30373169
1102110011,高屏區,高雄市,小港區,高雄市立小港醫院,高雄市小港區山明里山明路四八二號B1-10樓,07-8036783#3134,120.363101,22.567359
0502030015,高屏區,高雄市,左營區,國軍高雄總醫院左營分院附設民眾診療服務處,高雄市左營區軍校路５５３號,07-5817121,120.290414,22.701528
0902080013,高屏區,高雄市,苓雅區,阮綜合醫院,"高雄市苓雅區成功一路156號1-3樓及162號B1-10樓.四維四路136號B4-12樓.156號B2,1-4,9-13樓及166號B2-11樓.永昌街49號1-6樓",07-3351121,120.297979,22.615753
0102080017,高屏區,高雄市,苓雅區,高雄市立民生醫院,高雄市苓雅區凱旋二路１３４號,07-7222105,120.323592,22.626657
0502080015,高屏區,高雄市,苓雅區,國軍高雄總醫院附設民眾診療服務處,高雄市苓雅區建軍路５號,07-7496751,120.34114,22.626236
1502040021,高屏區,高雄市,楠梓區,健仁醫院,高雄市楠梓區楠陽路１３６號朝明路１３０巷７弄１號１-５樓,07-3517166,120.328988,22.72362
0102020011,高屏區,高雄市,鼓山區,高雄市立聯合醫院,高雄市鼓山區中華一路976號,07-5552565,120.291194,22.654927
0142030019,高屏區,高雄市,旗山區,衛生福利部旗山醫院,高雄市旗山區中學路６０號,07-6613811,120.483264,22.880796
0102070020,高屏區,高雄市,前金區,高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),高雄市前金區中華三路68號,07-2911101,120.296938,22.62715
1542010052,高屏區,高雄市,鳳山區,大東醫院,高雄市鳳山區光遠路171-2號,07-7463762,120.362057,22.625364
1542050056,高屏區,高雄市,林園區,建佑醫院,高雄市林園區東林西路358號B1-6樓、360號B1-6樓、362號B1-6樓、364巷10號B1-6樓、399號1-4樓、407巷7號1-3樓、364巷10-2號1-2樓,07-6437901,120.38668,22.503832
1107350015,高屏區,高雄市,苓雅區,天主教聖功醫療財團法人聖功醫院,高雄市苓雅區建國一路352號,07-2238153,120.323966,22.63316
0942020019,高屏區,高雄市,岡山區,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,高雄市岡山區壽天路12號,07-6240686,120.294443,22.796612
1142010518,高屏區,高雄市,鳳山區,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,高雄市鳳山區經武路42號,07-7418151,120.362974,22.628244
0542020011,高屏區,高雄市,岡山區,國軍高雄總醫院岡山分院附設民眾診療服務處,高雄市岡山區大義二路１號,07-6250919#1099,120.285874,22.789456
1107120017,高屏區,高雄市,燕巢區,義大醫療財團法人義大癌治療醫院,高雄市燕巢區角宿里義大路1號 急診戶外採檢站,0978-060259 ,120.364996,22.766107
1307370011,高屏區,高雄市,旗津區,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),高雄市旗津區旗港路33號1樓(急診室),07-5711188,120.285113,22.59021
1542011282,高屏區,高雄市,鳳山區,杏和醫院,高雄市鳳山區五甲二路385號、387號、389號、391號B1-9樓、470號1樓,07-7613111,120.335627,22.597673
1107320017,高屏區,高雄市,三民區,義大醫療財團法人義大大昌醫院,高雄市三民區大昌一路305號,07-5599123,120.3199,22.657727
1502110064,高屏區,高雄市,小港區,安泰醫院,高雄市小港區學府路111號,07-8017856,120.3617306,22.56540243
0643130018,高屏區,屏東縣,內埔鄉,高雄榮民總醫院屏東分院,屏東縣內埔鄉龍潭村昭勝路安平一巷一號,08-7704115,120.599009,22.674418
0143010011,高屏區,屏東縣,屏東市,衛生福利部屏東醫院,屏東縣屏東市自由路２７０號,08-7363011,120.495546,22.673264
1343030018,高屏區,屏東縣,東港鎮,輔英科技大學附設醫院,屏東縣東港鎮中山路５號及光復路一段318號,08-8323146,120.452734,22.465199
0943160012,高屏區,屏東縣,枋寮鄉,枋寮醫療社團法人枋寮醫院,屏東縣枋寮鄉安樂村中山路139號(代表號)及枋寮鄉安樂村隆山路59號,08-8789991,120.596376,22.36395
1143010012,高屏區,屏東縣,屏東市,屏基醫療財團法人屏東基督教醫院,屏東縣屏東市大連路６０號,08-7368686,120.502626,22.682151
1543010109,高屏區,屏東縣,屏東市,國仁醫院,屏東縣屏東市民生東路12-2號,08-7223000,120.514572,22.658334
0543010019,高屏區,屏東縣,屏東市,國軍高雄總醫院附設屏東民眾診療服務處,屏東縣屏東市大湖路５８巷２２號,08-7560756,120.487574,22.633503
0943010017,高屏區,屏東縣,屏東市,寶建醫療社團法人寶建醫院,屏東縣屏東市中山路123號,08-7665995,120.484301,22.681631
1143040010,高屏區,屏東縣,恆春鎮,恆基醫療財團法人恆春基督教醫院,屏東縣恆春鎮山腳里恆西路21號,08-8892293,120.741104,22.002365
0143040019,高屏區,屏東縣,恆春鎮,衛生福利部恆春旅遊醫院,屏東縣恆春鎮山腳里恆南路１８８號,08-8892704,120.744829,21.999154
1543110033,高屏區,屏東縣,高樹鄉,大新醫院,屏東縣高樹鄉長榮村興中路208號,08-7962033,120.599646,22.823792
0943020013,高屏區,屏東縣,潮州鎮,安泰醫療社團法人潮州安泰醫院,屏東縣潮州鎮三星里四維路162及193號,08-7800888,120.546964,22.554031
0943040015,高屏區,屏東縣,恆春鎮,南門醫療社團法人南門醫院,屏東縣恆春鎮南門路10號,08-8894568 ,120.7453691,22.00095622
1543020105,高屏區,屏東縣,潮州鎮,茂隆骨科醫院,屏東縣潮州鎮朝昇路322號,08-7801915,120.5392619,22.55625151
2344060011,高屏區,澎湖縣,七美鄉,七美鄉衛生所,澎湖縣七美鄉中和村埔內54號,06-9971005 ,119.430963,23.204103
2344030031,高屏區,澎湖縣,白沙鄉,吉貝衛生所,澎湖縣白沙鄉吉貝村8－13號,06-9911430,119.610071,23.740119
2344030022,高屏區,澎湖縣,白沙鄉,鳥嶼衛生所,澎湖縣白沙鄉鳥嶼漁港新村3號,06-9916092,119.660087,23.660035
0144010015,高屏區,澎湖縣,馬公市,衛生福利部澎湖醫院,澎湖縣馬公市中正路10號,06-9261151 ,119.565423,23.564553
2344050024,高屏區,澎湖縣,望安鄉,將軍衛生所,澎湖縣望安鄉將軍村12鄰將軍澳1之3號,06-9902066,119.521637,23.361397
2344050015,高屏區,澎湖縣,望安鄉,花嶼衛生室,澎湖縣望安鄉花嶼5號,06-9991739,119.320671,23.403736
2344050015,高屏區,澎湖縣,望安鄉,望安鄉衛生所,澎湖縣望安鄉西安村36－7號,06-9991036 ,119.497377,23.361897
0645020015,東區,花蓮縣,鳳林鎮,臺北榮民總醫院鳳林分院,花蓮縣鳳林鎮中正路一段2號,03-8764539 ,121.439215,23.727428
0145080011,東區,花蓮縣,豐濱鄉,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉光豐路41號,03-8791385,121.521184,23.601957
0545040515,東區,花蓮縣,新城鄉,國軍花蓮總醫院附設民眾診療服務處,花蓮縣新城鄉嘉里路163號,03-8263151,121.6074,24.024429
1145010038,東區,花蓮縣,花蓮市,臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣花蓮市民權路４４號,03-8241234,121.626753,23.988335
0645030011,東區,花蓮縣,玉里鎮,臺北榮民總醫院玉里分院,花蓮縣玉里鎮新興街９１號,03-8883141 ,121.312031,23.339213
0145010019,東區,花蓮縣,花蓮市,衛生福利部花蓮醫院,花蓮縣花蓮市中正路600號,03-8358141 ,121.611421,23.979207
1145030012,東區,花蓮縣,玉里鎮 ,佛教慈濟醫療財團法人玉里慈濟醫院 ,花蓮縣玉里鎮民權街1－1號 ,03-8882718 ,121.3185952,23.33492847
0146020537,東區,臺東縣,成功鎮,衛生福利部臺東醫院成功分院,臺東縣成功鎮中山東路32號,089-854748,121.377829,23.099296
0646010013,東區,臺東縣,台東市,臺北榮民總醫院臺東分院,臺東縣台東市更生路1000號,089-222528,121.132431,22.772346
1146030516,東區,臺東縣,關山鎮,佛教慈濟醫療財團法人關山慈濟醫院,臺東縣關山鎮和平路１２５之５號,089-814880,121.166766,23.057281
1146010032,東區,臺東縣,台東市,東基醫療財團法人台東基督教醫院,臺東縣台東市開封街３５０號,089-960888,121.146016,22.763821
