機構代碼,區域,縣市,行政區,機構名稱,地址,電話,經度,緯度
1517011112,中區,臺中市,中區,澄清綜合醫院,臺中市中區平等街139號,04-24632000,120.68161,24.142603
536190011,中區,臺中市,太平區,國軍臺中總醫院附設民眾診療服務處,臺中市太平區中山路二段３４８號,04-23934191#525434,120.730557,24.150646
117030010,中區,臺中市,西區,衛生福利部臺中醫院,臺中市西區廣民里三民路1段199號,04-22294411,120.6762712,24.1406262
917070029,中區,臺中市,南屯區,林新醫療社團法人林新醫院,臺中市南屯區惠中路3段36號,04-22586688,120.6403479,24.1490126
903150014,中區,臺中市,烏日區,林新醫療社團法人烏日林新醫院,臺中市烏日區榮和路168號,04-23388766,120.598173,24.109851
1136090519,中區,臺中市,潭子區,佛教慈濟醫療財團法人臺中慈濟醫院,臺中市潭子區豐興路一段88號,04-36060666 ,120.721608,24.195792
136010010,中區,臺中市,豐原區,衛生福利部豐原醫院,臺中市豐原區安康路１００號,04-25271180,120.725292,24.242707
1303180011,中區,臺中市,霧峰區,亞洲大學附屬醫院,臺中市霧峰區福新路222號,04-37061668,120.686043,24.053652
517050010,中區,臺中市,北區,國軍臺中總醫院中清分院附設民眾診療服務處,臺中市北區忠明路500號,04-36020126,120.672018,24.162466
1536100081,中區,臺中市,大雅區 ,清泉醫院,臺中市大雅區三和里雅潭路四段80號 ,04-25605600 ,120.6663745,24.21705918
1503190020,中區,臺中市,太平區,長安醫院,臺中市太平區永平路1段9號,04-36113611,120.7196895,24.13118697
1436020013,中區,臺中市,東勢區,東勢區農會附設農民醫院(抗原快篩服務),臺中市東勢區豐勢路297號,04-25771919,120.8291155,24.25348752
1517020040,中區,臺中市,東區,台新醫院(抗原快篩服務),臺中市東區振興路441號,04-22139966,120.7055594,24.13029581
917050027,中區,臺中市,北區,維新醫療社團法人台中維新醫院(抗原快篩服務),臺中市北區育德路185號,04-22038585,120.6724263,24.15715301
2336210034,中區,臺中市,和平區,梨山衛生所(抗原快篩服務),臺中市和平區中正路68號,04-25989540,121.2551656,24.25437763
3503030147,中區,臺中市,大甲區,全信賴診所,臺中市大甲區甲后路五段267號,04-26762248,120.6339478,24.34468752
638020014,中區,南投縣,埔里鎮,臺中榮民總醫院埔里分院,南投縣埔里鎮蜈蚣里榮光路1號,049-2990-833#3000,120.995785,23.975834
938030016,中區,南投縣,草屯鎮,佑民醫療社團法人佑民醫院,南投縣草屯鎮太平路一段200號,0979-933795,120.681661,23.960591
1138010019,中區,南投縣,南投市,彰化基督教醫療財團法人南投基督教醫院,南投縣南投市中興路870號,049-2225595#1195,120.683969,23.898903
1138020015,中區,南投縣,埔里鎮,埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮鐵山路一號(急診),049-2912151#1159,120.946524,23.970449
1538041101,中區,南投縣,竹山鎮,竹山秀傳醫療社團法人竹山秀傳醫院,南投縣竹山鎮集山路二段７５號,049-2624266#32153,120.713958,23.800162
1137080017,中區,彰化縣,二林鎮,彰化基督教醫療財團法人二林基督教醫院,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓,04-8960128,120.363344,23.893608
1137050019,中區,彰化縣,員林市,彰化基督教醫療財團法人員林基督教醫院,彰化縣員林市南平里莒光路456號,04-8381456,120.566953,23.96275
137170515,中區,彰化縣,埔心鄉,衛生福利部彰化醫院,彰化縣埔心鄉中正路二段80號,04-8298686,120.527299,23.950225
1137020520,中區,彰化縣,鹿港鎮,彰化基督教醫療財團法人鹿港基督教醫院,彰化縣鹿港鎮中正路480號,04-7779595,120.438211,24.060379
1537040066,中區,彰化縣,北斗鎮,卓醫院,彰化縣北斗鎮中山路一段３１１號,04-8882517,120.51554,23.872278
937030012,中區,彰化縣,和美鎮,道周醫療社團法人道周醫院,彰化縣和美鎮和光路180號、和善路118號,04-7566995,120.491865,24.110572
937050014,中區,彰化縣,員林市,員榮醫療社團法人員榮醫院,彰化縣員林市中正路201號,04-8326161,120.5748665,23.95348092
937050014,中區,彰化縣,員林市,員榮醫療社團法人員榮醫院員生院區,彰化縣員林市莒光路359號,04-8383995,120.566404,23.95925
937050024,中區,彰化縣,員林市,惠來醫療社團法人宏仁醫院,彰化縣員林市惠來街89號,04-8375878,120.570296,23.9551145
1137010051,中區,彰化縣,彰化市,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣彰化市中山路一段366號,04-7113456,120.5356883,24.06129986
1537050071,中區,彰化縣,員林市,員林何醫院(抗原快篩服務),彰化縣員林市民族街33號,04-834-3838,120.5706243,23.95712642
439010527,南區,雲林縣,斗六市,國立成功大學醫學院附設醫院斗六分院,雲林縣斗六市莊敬路345號,05-5332121,120.545879,23.701971
1339060017,南區,雲林縣,北港鎮,中國醫藥大學北港附設醫院,雲林縣北港鎮新德路１２３號,05-7837901,120.307229,23.590144
1139040011,南區,雲林縣,西螺鎮,彰化基督教醫療財團法人雲林基督教醫院,雲林縣西螺鎮新豐里市場南路371、375號,05-5871111,120.441373,23.780705
1139030015,南區,雲林縣,虎尾鎮,天主教若瑟醫療財團法人若瑟醫院,雲林縣虎尾鎮新生路74號(民權路2號),05-6337333,120.437343,23.708016
1139130010,南區,雲林縣,麥寮鄉,長庚醫療財團法人雲林長庚紀念醫院,雲林縣麥寮鄉中興村工業路1500號,05-6915151,120.218628,23.795598
439010518,南區,雲林縣,虎尾鎮,國立臺灣大學醫學院附設醫院雲林分院虎尾院區,雲林縣虎尾鎮學府路95號,05-6330002,120.4279313,23.73522006
622020017,南區,嘉義市,西區,臺中榮民總醫院嘉義分院(上午),嘉義市西區劉厝里世賢路二段６００號,05-2359630,120.42297,23.46755
1122010021,南區,嘉義市,東區,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院(下午),嘉義市東區短竹里大雅路二段565號,05-2756000,120.467671,23.47635
122020517,南區,嘉義市,西區,衛生福利部嘉義醫院(下午、晚上),嘉義市西區北港路312號,05-2319090,120.42936,23.481544
1522011115,南區,嘉義市,東區,陽明醫院,嘉義市東區吳鳳北路252號,05-2252000,120.4535518,23.48050296
140010028,南區,嘉義縣,朴子市,衛生福利部朴子醫院,嘉義縣朴子市永和里5鄰應菜埔４２－５０號,05-3790600,120.234632,23.464349
640140012,南區,嘉義縣,竹崎鄉,臺中榮民總醫院灣橋分院,嘉義縣竹崎鄉灣橋村石麻園38號,05-2791072,120.506664,23.487187
121050011,南區,臺南市,中西區,衛生福利部臺南醫院,臺南市中西區中山路125號,06-2200055,120.208805,22.99638
1141090512,南區,臺南市,柳營區,奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康里201號,06-6226999,120.324705,23.289269
1121010018,南區,臺南市,東區,台灣基督長老教會新樓醫療財團法人台南新樓醫院,臺南市東區東門路1段57號,06-2748316,120.212807,22.989158
1105040016,南區,臺南市,麻豆區,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市麻豆區埤頭里苓子林20號,06-5702228,120.233033,23.179874
1105050012,南區,臺南市,佳里區,奇美醫療財團法人佳里奇美醫院,臺南市佳里區佳興里佳里興606號,06-7263333,120.183662,23.181699
141270019,南區,臺南市,仁德區,衛生福利部胸腔病院,臺南市仁德區中山路864號,06-2705911,120.241821,22.975271
1521031104,南區,臺南市,中西區,郭綜合醫院,臺南市中西區民生路2段6.8.10.12.14.18.20.22.23.24.25.27.44號及40、42號1、2樓,06-2221111,120.198827,22.994984
1305370013,南區,臺南市,安南區,臺南市立安南醫院委託中國醫藥大學興建經營,臺南市安南區長和路二段66號,06-3553111,120.223192,23.064232
905320023,南區,臺南市,東區,台南市立醫院（委託秀傳醫療社團法人經營),臺南市東區崇德路670號,06-2609926,120.226743,22.968535
141010013,南區,臺南市,新營區,衛生福利部新營醫院,臺南市新營區信義街73號,06-6351131,120.313307,23.308848
141060513,南區,臺南市,新化區,衛生福利部臺南醫院新化分院,臺南市新化區那拔里牧場72號,06-5911929,120.336408,23.062491
641310018,南區,臺南市,永康區,高雄榮民總醫院臺南分院,臺南市永康區復興路427號,06-3125101,120.240268,22.997284
905290020,南區,臺南市,關廟區,吉安醫療社團法人吉安醫院,臺南市關廟區中正路435號 ,06-6025115,120.3445776,22.96701263
1541011126,南區,臺南市,新營區,營新醫院,臺南市新營區隋唐街228號,06-6592345,120.2998589,23.30849496
3505070032,南區,臺南市,善化區,誼仁診所(抗原快篩服務),臺南市善化區中正路387號,06-5817267,120.2939464,23.12799491
3541313172,南區,臺南市,永康區,中正耳鼻喉科診所(抗原快篩服務),臺南市永康區正強街231號,06-2333566,120.2515169,23.02973265
3541010247,南區,臺南市,新營區,杏仁診所,臺南市新營區民權里民有街27號1樓,06-6332659,120.3146436,23.30373169
1102110011,高屏區,高雄市,小港區,高雄市立小港醫院,高雄市小港區山明里山明路四八二號B1-10樓,07-8036783#3134,120.363101,22.567359
502030015,高屏區,高雄市,左營區,國軍高雄總醫院左營分院附設民眾診療服務處,高雄市左營區軍校路５５３號,07-5817121,120.290414,22.701528
902080013,高屏區,高雄市,苓雅區,阮綜合醫院,"高雄市苓雅區成功一路156號1-3樓及162號B1-10樓.四維四路136號B4-12樓.156號B2,1-4,9-13樓及166號B2-11樓.永昌街49號1-6樓",07-3351121,120.297979,22.615753
102080017,高屏區,高雄市,苓雅區,高雄市立民生醫院,高雄市苓雅區凱旋二路１３４號,07-7222105,120.323592,22.626657
502080015,高屏區,高雄市,苓雅區,國軍高雄總醫院附設民眾診療服務處,高雄市苓雅區建軍路５號,07-7496751,120.34114,22.626236
1502040021,高屏區,高雄市,楠梓區,健仁醫院,高雄市楠梓區楠陽路１３６號朝明路１３０巷７弄１號１-５樓,07-3517166,120.328988,22.72362
102020011,高屏區,高雄市,鼓山區,高雄市立聯合醫院,高雄市鼓山區中華一路976號,07-5552565,120.291194,22.654927
142030019,高屏區,高雄市,旗山區,衛生福利部旗山醫院,高雄市旗山區中學路６０號,07-6613811,120.483264,22.880796
102070020,高屏區,高雄市,前金區,高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),高雄市前金區中華三路68號,07-2911101,120.296938,22.62715
1542010052,高屏區,高雄市,鳳山區,大東醫院,高雄市鳳山區光遠路171-2號,07-7463762,120.362057,22.625364
1542050056,高屏區,高雄市,林園區,建佑醫院,高雄市林園區東林西路358號B1-6樓、360號B1-6樓、362號B1-6樓、364巷10號B1-6樓、399號1-4樓、407巷7號1-3樓、364巷10-2號1-2樓,07-6437901,120.38668,22.503832
1107350015,高屏區,高雄市,苓雅區,天主教聖功醫療財團法人聖功醫院,高雄市苓雅區建國一路352號,07-2238153,120.323966,22.63316
942020019,高屏區,高雄市,岡山區,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,高雄市岡山區壽天路12號,07-6240686,120.294443,22.796612
1142010518,高屏區,高雄市,鳳山區,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,高雄市鳳山區經武路42號,07-7418151,120.362974,22.628244
542020011,高屏區,高雄市,岡山區,國軍高雄總醫院岡山分院附設民眾診療服務處,高雄市岡山區大義二路１號,07-6250919#1099,120.285874,22.789456
1107120017,高屏區,高雄市,燕巢區,義大醫療財團法人義大癌治療醫院,高雄市燕巢區角宿里義大路1號 急診戶外採檢站,0978-060259 ,120.364996,22.766107
1307370011,高屏區,高雄市,旗津區,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),高雄市旗津區旗港路33號1樓(急診室),07-5711188,120.285113,22.59021
1542011282,高屏區,高雄市,鳳山區,杏和醫院,高雄市鳳山區五甲二路385號、387號、389號、391號B1-9樓、470號1樓,07-7613111,120.335627,22.597673
1107320017,高屏區,高雄市,三民區,義大醫療財團法人義大大昌醫院,高雄市三民區大昌一路305號,07-5599123,120.3199,22.657727
1502110064,高屏區,高雄市,小港區,安泰醫院,高雄市小港區學府路111號,07-8017856,120.3617306,22.56540243
643130018,高屏區,屏東縣,內埔鄉,高雄榮民總醫院屏東分院,屏東縣內埔鄉龍潭村昭勝路安平一巷一號,08-7704115,120.599009,22.674418
143010011,高屏區,屏東縣,屏東市,衛生福利部屏東醫院,屏東縣屏東市自由路２７０號,08-7363011,120.495546,22.673264
1343030018,高屏區,屏東縣,東港鎮,輔英科技大學附設醫院,屏東縣東港鎮中山路５號及光復路一段318號,08-8323146,120.452734,22.465199
943160012,高屏區,屏東縣,枋寮鄉,枋寮醫療社團法人枋寮醫院,屏東縣枋寮鄉安樂村中山路139號(代表號)及枋寮鄉安樂村隆山路59號,08-8789991,120.596376,22.36395
1143010012,高屏區,屏東縣,屏東市,屏基醫療財團法人屏東基督教醫院,屏東縣屏東市大連路６０號,08-7368686,120.502626,22.682151
1543010109,高屏區,屏東縣,屏東市,國仁醫院,屏東縣屏東市民生東路12-2號,08-7223000,120.514572,22.658334
543010019,高屏區,屏東縣,屏東市,國軍高雄總醫院附設屏東民眾診療服務處,屏東縣屏東市大湖路５８巷２２號,08-7560756,120.487574,22.633503
943010017,高屏區,屏東縣,屏東市,寶建醫療社團法人寶建醫院,屏東縣屏東市中山路123號,08-7665995,120.484301,22.681631
1143040010,高屏區,屏東縣,恆春鎮,恆基醫療財團法人恆春基督教醫院,屏東縣恆春鎮山腳里恆西路21號,08-8892293,120.741104,22.002365
143040019,高屏區,屏東縣,恆春鎮,衛生福利部恆春旅遊醫院,屏東縣恆春鎮山腳里恆南路１８８號,08-8892704,120.744829,21.999154
1543110033,高屏區,屏東縣,高樹鄉,大新醫院,屏東縣高樹鄉長榮村興中路208號,08-7962033,120.599646,22.823792
943020013,高屏區,屏東縣,潮州鎮,安泰醫療社團法人潮州安泰醫院,屏東縣潮州鎮三星里四維路162及193號,08-7800888,120.546964,22.554031
943040015,高屏區,屏東縣,恆春鎮,南門醫療社團法人南門醫院,屏東縣恆春鎮南門路10號,08-8894568 ,120.7453691,22.00095622
1543020105,高屏區,屏東縣,潮州鎮,茂隆骨科醫院,屏東縣潮州鎮朝昇路322號,08-7801915,120.5392619,22.55625151
2344060011,高屏區,澎湖縣,七美鄉,七美鄉衛生所,澎湖縣七美鄉中和村埔內54號,06-9971005 ,119.430963,23.204103
2344030031,高屏區,澎湖縣,白沙鄉,吉貝衛生所,澎湖縣白沙鄉吉貝村8－13號,06-9911430,119.610071,23.740119
2344030022,高屏區,澎湖縣,白沙鄉,鳥嶼衛生所,澎湖縣白沙鄉鳥嶼漁港新村3號,06-9916092,119.660087,23.660035
144010015,高屏區,澎湖縣,馬公市,衛生福利部澎湖醫院,澎湖縣馬公市中正路10號,06-9261151 ,119.565423,23.564553
2344050024,高屏區,澎湖縣,望安鄉,將軍衛生所,澎湖縣望安鄉將軍村12鄰將軍澳1之3號,06-9902066,119.521637,23.361397
2344050015,高屏區,澎湖縣,望安鄉,花嶼衛生室,澎湖縣望安鄉花嶼5號,06-9991739,119.320671,23.403736
2344050015,高屏區,澎湖縣,望安鄉,望安鄉衛生所,澎湖縣望安鄉西安村36－7號,06-9991036 ,119.497377,23.361897
645020015,東區,花蓮縣,鳳林鎮,臺北榮民總醫院鳳林分院,花蓮縣鳳林鎮中正路一段2號,03-8764539 ,121.439215,23.727428
145080011,東區,花蓮縣,豐濱鄉,衛生福利部花蓮醫院豐濱原住民分院,花蓮縣豐濱鄉光豐路41號,03-8791385,121.521184,23.601957
545040515,東區,花蓮縣,新城鄉,國軍花蓮總醫院附設民眾診療服務處,花蓮縣新城鄉嘉里路163號,03-8263151,121.6074,24.024429
1145010038,東區,花蓮縣,花蓮市,臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣花蓮市民權路４４號,03-8241234,121.626753,23.988335
645030011,東區,花蓮縣,玉里鎮,臺北榮民總醫院玉里分院,花蓮縣玉里鎮新興街９１號,03-8883141 ,121.312031,23.339213
145010019,東區,花蓮縣,花蓮市,衛生福利部花蓮醫院,花蓮縣花蓮市中正路600號,03-8358141 ,121.611421,23.979207
1145030012,東區,花蓮縣,玉里鎮 ,佛教慈濟醫療財團法人玉里慈濟醫院 ,花蓮縣玉里鎮民權街1－1號 ,03-8882718 ,121.3185952,23.33492847
146020537,東區,臺東縣,成功鎮,衛生福利部臺東醫院成功分院,臺東縣成功鎮中山東路32號,089-854748,121.377829,23.099296
646010013,東區,臺東縣,台東市,臺北榮民總醫院臺東分院,臺東縣台東市更生路1000號,089-222528,121.132431,22.772346
1146030516,東區,臺東縣,關山鎮,佛教慈濟醫療財團法人關山慈濟醫院,臺東縣關山鎮和平路１２５之５號,089-814880,121.166766,23.057281
1146010032,東區,臺東縣,台東市,東基醫療財團法人台東基督教醫院,臺東縣台東市開封街３５０號,089-960888,121.146016,22.763821
146010013,東區,臺東縣,台東市,衛生福利部臺東醫院,臺東縣台東市五權街１號,089-324112 ,121.150649,22.757025
